attitude1,attitude2,attitude3
-23.27020712181308,-4.576666799105876,-59.78734266221248
-23.271615818784873,-4.551226188929715,-59.811326755466006
-23.26665698615467,-4.541452021094749,-59.80246556049109
-23.26044486261351,-4.552545270176317,-59.872841010478496
-23.26633577532822,-4.550210282675302,-59.794127906528736
-23.274021968937273,-4.548823233236632,-59.82084050485534
-23.245359956000637,-4.531289266090028,-59.82083599462984
-23.272418760907094,-4.554904097772874,-59.81762448852211
-23.251271705145104,-4.542955205441083,-59.81631817809018
-23.285158566781867,-4.5364121000073805,-59.82361102279515
-23.22410874941292,-4.568795627251011,-59.79509910860848
-23.224310422981347,-4.541150901246164,-59.79065141179046
-23.276331931787762,-4.532998328019386,-59.80638598075092
-23.261326444718136,-4.522842370260171,-59.833018258105824
-23.26246624698055,-4.5467630843444455,-59.78172444394525
-23.246565405518957,-4.5109182986102985,-59.79284007901108
-23.27195194638992,-4.537996975361059,-59.814471359911686
-23.279239122093667,-4.527890272710764,-59.8082163770801
-23.2650257336027,-4.508265079264826,-59.79116807889611
-23.266281884142742,-4.549780623304511,-59.79091834736671
-23.250247924750617,-4.55506247766107,-59.80460758364137
-23.21755709118228,-4.5461017990425505,-59.82547420610137
-23.267479147918447,-4.55103844509968,-59.80774697027516
-23.27960911470309,-4.548061599558866,-59.83992655164239
-23.29465088438202,-4.544310345967777,-59.78895499093427
-23.267689612044812,-4.526512365532532,-59.83203887640221
-23.280972022003727,-4.558150275092451,-59.80339455760695
-23.254996453224617,-4.53543294676387,-59.80046682080809
-23.25160952620409,-4.552915219536749,-59.83055145790119
-23.265445831778813,-4.541074577525768,-59.805998888171
-23.274066179628846,-4.515964579505215,-59.78713522760313
-23.275019575643583,-4.526393036263057,-59.746308916200356
-23.243628940263935,-4.526588496341924,-59.78545082881946
-23.21235609960039,-4.535398058911362,-59.81550396965616
-23.270000514148553,-4.5243737379774975,-59.783543957916315
-23.241539945400223,-4.496273455132751,-59.78460220945902
-23.220050194234293,-4.516469789827088,-59.76531296664658
-23.239097890173312,-4.536071905542086,-59.77839768839182
-23.23795129887404,-4.551828334822192,-59.78838720069411
-23.28107479606413,-4.5322010235315,-59.77249519310462
-23.266089939917077,-4.500500625888761,-59.72278752091421
-23.267945740623773,-4.535110750344484,-59.77235055780827
-23.266122024267464,-4.530532531993683,-59.785471386822614
-23.2957232923542,-4.501254239569205,-59.76978744313533
-23.25946810612349,-4.474780485219157,-59.74611941716608
-23.233073844845443,-4.5427049004275695,-59.7500697707183
-23.229183860160457,-4.507372247908054,-59.73896547321008
-23.268510530443635,-4.520738284469265,-59.725214427416546
-23.23319024101693,-4.519268607033508,-59.724072157756154
-23.221993770251103,-4.510717816583183,-59.71296073155929
-23.222775906284465,-4.508451179807241,-59.730964215206136
-23.263439171500483,-4.495611029800388,-59.70233064933256
-23.291438336652,-4.509965361006681,-59.71966300572967
-23.259517881196313,-4.488638192204077,-59.7079635620693
-23.239252280000688,-4.489271033291049,-59.68834831240297
-23.262021740725118,-4.515561491693885,-59.702720213053404
-23.242849369277305,-4.499761215614128,-59.69297342606823
-23.232389164779622,-4.49346124497738,-59.67189595547352
-23.23734397242066,-4.48959405969137,-59.68442741612731
-23.277647026335522,-4.516947245897169,-59.68925751634867
-23.24835097302172,-4.482303888972913,-59.679359335864945
-23.23852197573047,-4.484340201892656,-59.674530955984345
-23.23433214542564,-4.49415439432413,-59.65410157956689
-23.21499259359251,-4.4309947585765,-59.691364436726516
-23.29293561666058,-4.470452775426463,-59.64799888791694
-23.23047759778909,-4.500078285604783,-59.64531748715266
-23.25446615299089,-4.455692956931682,-59.63510409403625
-23.24622251690579,-4.463787861607053,-59.66571449545699
-23.22293784277203,-4.466905489168208,-59.64798063656571
-23.22687718470709,-4.454758788247282,-59.62882442001546
-23.272042933042894,-4.423995165614987,-59.60508562808819
-23.245931935122954,-4.458765082359309,-59.614460359489186
-23.267033202446083,-4.432973589005714,-59.6277367657308
-23.242523853899662,-4.442759749362275,-59.56785436671823
-23.240632927665047,-4.436493398094249,-59.64007276800529
-23.254837031862927,-4.413236062313199,-59.580142927535974
-23.24698851623797,-4.430682010406147,-59.615515784687105
-23.237676234328692,-4.450029767399461,-59.56874266209928
-23.243552594803397,-4.45199852202723,-59.57487162019341
-23.2248117803867,-4.423486137699971,-59.558506491750194
-23.25227923983816,-4.4495459632388705,-59.602837289074
-23.239902337187306,-4.441216841365139,-59.564791883436925
-23.255866238711153,-4.40720188257298,-59.55259213826312
-23.23932954374597,-4.421015651821389,-59.56646715698219
-23.26325556950627,-4.410566493214186,-59.53746785564724
-23.217747614392618,-4.429767960862565,-59.53784724371037
-23.23380004132159,-4.409240178259082,-59.5592685564427
-23.22428283108107,-4.4360605899175365,-59.52123998025255
-23.260955537412716,-4.408502681229012,-59.53308875900812
-23.24511686513566,-4.423770475964612,-59.53366949699352
-23.27027364990728,-4.423167361330857,-59.48350555531348
-23.225309190130226,-4.3817096587453985,-59.509801890714634
-23.253247003694582,-4.377127548384806,-59.50423969832169
-23.21873254941823,-4.401268396012798,-59.48616200973568
-23.254549046554253,-4.439599903233334,-59.5079938871989
-23.237904933017944,-4.387034647292222,-59.50649777453208
-23.221443691399305,-4.37176217258355,-59.49070953034521
-23.24562109209573,-4.413999882868245,-59.501268688329084
-23.2106546441926,-4.3856473232802395,-59.49033433666652
-23.203618106594806,-4.383617757463847,-59.4964481552083
-23.229583530466147,-4.393673789164603,-59.46751767943791
-23.253178190445222,-4.3928860755414165,-59.474549328803924
-23.242497692190174,-4.372151178382455,-59.42982921326533
-23.242646542590197,-4.3309381399536155,-59.476556368115006
-23.23764204081284,-4.412762297511084,-59.44849650769563
-23.22933899767894,-4.3634961322956265,-59.42544795386033
-23.222753299894297,-4.4104947564384,-59.439126155222006
-23.242932985250732,-4.373127387106165,-59.40739031753601
-23.20636448388076,-4.358924705681307,-59.40419210426285
-23.21504225070292,-4.354016126430449,-59.410352624303684
-23.211683144578867,-4.394855933145799,-59.43228058235418
-23.23382585861684,-4.359220207503383,-59.38514402252075
-23.231756409262328,-4.329074919271818,-59.405854527255876
-23.22484537135835,-4.349673562727876,-59.38724115068996
-23.223974112932538,-4.3863254742419855,-59.365025689881925
-23.27450251140811,-4.342389991943425,-59.39807866900967
-23.239987647395573,-4.341558366762651,-59.40398357946038
-23.239387559873503,-4.339342174899423,-59.38281965917694
-23.247409761477655,-4.32244074140051,-59.39464675102997
-23.246562551834426,-4.333205502738832,-59.36585149818116
-23.24280413543451,-4.345921529084671,-59.35542692260604
-23.224340465093604,-4.358885498866876,-59.36195318959098
-23.201627452494638,-4.332764641093353,-59.37897598558826
-23.245456890622773,-4.3401667386550695,-59.35447479503696
-23.233867974949494,-4.36973426723502,-59.36330997179537
-23.23720190820436,-4.29514046168473,-59.364756463512165
-23.229574550032186,-4.346674271838576,-59.358542964104906
-23.25497360735324,-4.327469788195619,-59.33092458826088
-23.212000147946938,-4.293284817501989,-59.329868288317144
-23.222905373828123,-4.303871907758892,-59.33167324975027
-23.223109802368363,-4.31753746091362,-59.314508437255675
-23.215623851158757,-4.302345387556446,-59.32966474213534
-23.188912011452164,-4.321115688638852,-59.305736496030704
-23.245975868071113,-4.340747120666838,-59.310251357395785
-23.22812384673937,-4.299948407430951,-59.31549214924057
-23.230338198033227,-4.32912596055524,-59.28620033437894
-23.238554468485116,-4.308294362974563,-59.27901573968528
-23.231223206774644,-4.297397167339602,-59.289205688686636
-23.19390914702866,-4.295235443766446,-59.291681208855024
-23.203849343547798,-4.300194830045549,-59.2498394165323
-23.26160989221558,-4.2927824731103215,-59.26517136500114
-23.192113717293452,-4.284447036568359,-59.24444352632782
-23.215432775425416,-4.304404973643806,-59.27788441682418
-23.247042934886757,-4.275723852102745,-59.25340548635336
-23.223701993842155,-4.268788569178294,-59.215899204614864
-23.217942011047068,-4.264465410596081,-59.2137368198621
-23.238161964720994,-4.295737243291557,-59.227079261026326
-23.195983806843394,-4.301095142052779,-59.26092918430026
-23.24600999201027,-4.3315964090467585,-59.183128381980275
-23.243278586109295,-4.301932888434275,-59.2585078153512
-23.266107324068404,-4.264415602074571,-59.21942256703052
-23.224035129732744,-4.246472124248797,-59.23137105031357
-23.191997206670848,-4.272590161467747,-59.21466111214993
-23.22037161579206,-4.2853933736519165,-59.19649600674235
-23.19560976710153,-4.278473652002409,-59.20415494244254
-23.237705763694677,-4.2361022657420175,-59.1911150380424
-23.220101426662076,-4.260470050273996,-59.16871487899572
-23.2321662802916,-4.275107717435006,-59.135805100029785
-23.209893744746502,-4.2598481021061145,-59.13001007471226
-23.196600068314105,-4.244446253255379,-59.17002949868265
-23.2031089898977,-4.251422226811522,-59.19767274241467
-23.235163993243365,-4.221372753279349,-59.17730447389888
-23.25424517367446,-4.2639359866603,-59.159899227483706
-23.22030697978509,-4.2437720323659835,-59.122747783114214
-23.211529371004314,-4.211639375106665,-59.09857803527089
-23.215594743872924,-4.231417753385687,-59.12026676481994
-23.220718193127393,-4.236370041061398,-59.17108110350462
-23.20489739092246,-4.22619795941114,-59.14494514871797
-23.23316398031816,-4.234690007323082,-59.10910764784017
-23.219264112728798,-4.225935839085627,-59.14195500396354
-23.235655588110383,-4.244185849677224,-59.146658499387634
-23.21943442163234,-4.233364159709604,-59.109519246777275
-23.215145621142636,-4.219725524601832,-59.13582680092973
-23.209403809183343,-4.259145334047331,-59.09487549482802
-23.22193001397314,-4.220693913710105,-59.092261203480994
-23.204741631936752,-4.210221682997069,-59.079518433534304
-23.198984241880034,-4.225297594464544,-59.10274679012771
-23.24627536534594,-4.182364978595371,-59.11544033894567
-23.207759203554584,-4.2008994271836,-59.10115699875731
-23.21314243958247,-4.189776968128882,-59.07006454539256
-23.23193326280009,-4.194410641232144,-59.06660446970247
-23.229040799039524,-4.207908348150495,-59.05130965487387
-23.198395987404265,-4.214504805623882,-59.0372611105069
-23.223277680547028,-4.219754503932158,-59.05505102479888
-23.21750292947986,-4.185254087810253,-59.04898096225975
-23.207406011478064,-4.180666348223956,-59.0478669589507
-23.217969464166476,-4.209870431816886,-59.06227921558022
-23.234439630056194,-4.202365262942818,-58.994853320527724
-23.226318251587553,-4.207726106211949,-59.02223705244743
-23.219399990177553,-4.181887360328253,-59.03931044912541
-23.214220218232207,-4.166082628854418,-59.036814426017756
-23.20992798530427,-4.195864180061839,-59.02077906367021
-23.21245164001113,-4.179067585910933,-59.01032217290215
-23.239787356713563,-4.167367909995632,-59.00827175487898
-23.184867351610382,-4.147425504443644,-58.97762061841328
-23.242663450938437,-4.190268737218769,-59.01873136764903
-23.20453410484581,-4.180264434153783,-58.98916372166922
-23.219583418434162,-4.205629919290387,-58.978013906892336
-23.2163834109299,-4.139955058739564,-58.98980874826425
-23.183979076294605,-4.148685388139906,-58.92925126746808
-23.213016791175704,-4.139022021084972,-58.97453727084475
-23.183870812274126,-4.139645924120145,-58.955144890060986
-23.16427237617481,-4.1483668007135215,-58.959475384910725
-23.177871833048037,-4.117451657314294,-58.97265575812083
-23.18826998503721,-4.159085262132908,-58.9368207569452
-23.222486341462993,-4.133313192308827,-58.971386612514124
-23.202785291477742,-4.1348765238829746,-58.93385385778745
-23.18366108859079,-4.164195079158255,-58.9624109486428
-23.216694078425252,-4.147610796247298,-58.961096259380156
-23.18352780657042,-4.146152818318276,-58.925822163498744
-23.205728807976797,-4.152041742795866,-58.94978151872615
-23.218304982412576,-4.135445963125442,-58.91329860947468
-23.194959560080008,-4.15182016722173,-58.948022548697566
-23.190813176787493,-4.141247107646092,-58.95792886861854
-23.193083928175835,-4.142841796096132,-58.93809647828616
-23.214869346255004,-4.163888793425807,-58.91090427052217
-23.1969441969843,-4.1428268937014785,-58.96000739043203
-23.194792828133558,-4.141574893336364,-58.90175023553963
-23.198112293902433,-4.131908074653105,-58.92977876299562
-23.19244240293138,-4.115384874274912,-58.92579772971338
-23.171548993786878,-4.100658909457646,-58.90133524138415
-23.18606319191508,-4.126234015085346,-58.904275075824074
-23.20453016551022,-4.142134292334261,-58.912947062017494
-23.207529849046676,-4.131970461767434,-58.9163275118842
-23.207373088660276,-4.117537255823137,-58.91937191995668
-23.190214844100286,-4.13970479154326,-58.90462058336192
-23.211310692480943,-4.142576631571542,-58.927750312790295
-23.17003709241242,-4.1261228206505525,-58.90852658774368
-23.219401488716695,-4.1247835773673085,-58.90478609504985
-23.176277969209735,-4.099187253179892,-58.89801648300282
-23.19253328325925,-4.130622714746398,-58.92641824725179
-23.18429062175167,-4.149226981115741,-58.922643721777796
-23.18038587377001,-4.109720539662804,-58.929751950425505
-23.181851424167135,-4.129139704104821,-58.90990470247663
-23.19131144888204,-4.125632088611152,-58.88359259800898
-23.186511209487964,-4.168048000941589,-58.934382757267066
-23.186017038884657,-4.101977406409934,-58.87149593245193
-23.18431389007648,-4.1357275812191,-58.90146323013122
-23.18341575786381,-4.1600183261006825,-58.91212127585928
-23.199780886338964,-4.142823779271502,-58.918885023965686
-23.161578292461314,-4.159232834588858,-58.913570530987606
-23.17481420336928,-4.128901391520416,-58.928408525081714
-23.196304738725264,-4.101410815625188,-58.969007815083444
-23.186299145108123,-4.135633721847316,-58.886624291936485
-23.189443947814272,-4.151241486293268,-58.88704140796263
-23.181539583858182,-4.153653172600716,-58.9428628028755
-23.158541038332988,-4.1419965612137855,-58.955397467021974
-23.18550244720002,-4.134047320904724,-58.93973594468765
-23.193818756931314,-4.155816391084619,-58.929872865230884
-23.171938996080968,-4.11696556042403,-58.94489867883588
-23.1778258298492,-4.161304152354573,-58.959724328565294
-23.177958739538536,-4.108200428268691,-58.92165335528573
-23.19506603729925,-4.117897628064458,-58.96275139044614
-23.173417491836297,-4.143100405150167,-58.92389644763996
-23.172708232144945,-4.137428275004107,-58.94093006375502
-23.15328313630273,-4.142512848671002,-58.920786786541264
-23.205155416022077,-4.134286422684775,-58.953413883501625
-23.165245494048538,-4.139988716912397,-58.95756980714091
-23.182651958848364,-4.144439901880891,-58.95458081475314
-23.163821295533847,-4.131956730348658,-58.95947345296427
-23.16100963900049,-4.123384453165044,-58.97227212716688
-23.169378476957878,-4.173171932603364,-58.955355349533065
-23.135894621091165,-4.149873434037698,-58.96939788015863
-23.17334006490945,-4.148046252197913,-58.99328964572218
-23.189696397730973,-4.1112514011617565,-58.97323471572682
-23.17467357383362,-4.154772655257102,-58.97360288091185
-23.156678710780806,-4.163270484541521,-59.00350056603545
-23.150433576701413,-4.148171354632195,-58.98405378411382
-23.144495455414106,-4.170047936229253,-58.99591621554266
-23.156788002577812,-4.175206923262106,-58.99587649968995
-23.13464812988584,-4.174510919828363,-58.982962207857454
-23.14382012083847,-4.162057159695997,-58.994722961047344
-23.15824354368892,-4.186811975000473,-59.00238440459123
-23.153284020442392,-4.176589143037108,-59.05480255928445
-23.148221970577655,-4.168392166066211,-58.99287293831123
-23.174785764906986,-4.181872161774986,-59.0142172092619
-23.18324443290461,-4.1721239228190115,-59.061287744815694
-23.127278145093662,-4.190979405590781,-59.02237941837484
-23.161762416371506,-4.164415693631047,-59.04802064588142
-23.1560957427655,-4.181368844081662,-59.03959888459965
-23.159501479027224,-4.16167358775096,-59.03242740824704
-23.159221116482946,-4.202074443069298,-59.04448956552718
-23.14796639961528,-4.159297352083644,-59.09855869402284
-23.129997149301605,-4.171620285682669,-59.08778124816848
-23.156906309740386,-4.183088589483519,-59.085057325251
-23.12293748657761,-4.203317163767716,-59.07771730832524
-23.104079530121155,-4.208190063951048,-59.10104138203123
-23.1300787336589,-4.186334884661927,-59.087267919992435
-23.14198747782466,-4.188199974613045,-59.10658131224177
-23.14861531875885,-4.215826940151465,-59.10770906950277
-23.171949208570457,-4.222229232860562,-59.10036425862408
-23.136710358798464,-4.2512752641331435,-59.14866507375984
-23.151115749139056,-4.1822784582590105,-59.14230174771797
-23.136693935263587,-4.212684398613199,-59.16734377441297
-23.13406028662184,-4.244574626338935,-59.13284056246991
-23.134251183969678,-4.249233793059917,-59.14744442110102
-23.11045514520049,-4.2326716721078785,-59.170045313227256
-23.097416251431742,-4.237946113138581,-59.17788055408971
-23.149784779730286,-4.266292068322835,-59.15451172703402
-23.13192290840412,-4.2431632932517305,-59.16892032999224
-23.146511317991592,-4.2640780913817995,-59.179636897119956
-23.12488653269722,-4.248764672108175,-59.17983386799367
-23.113559625041113,-4.238802855841489,-59.16850452992499
-23.156421189251372,-4.241997137908501,-59.205776307623374
-23.114834090618984,-4.23998916659631,-59.184305601005214
-23.1048482257234,-4.253497332140662,-59.19464201645173
-23.110712122323196,-4.237866894871352,-59.213672043374785
-23.094547432814498,-4.270764761503031,-59.195966289096035
-23.099525394988337,-4.265341253908304,-59.22411328331932
-23.145078577266688,-4.220272300220036,-59.23841984174775
-23.123619449613802,-4.25365834833159,-59.24811486583135
-23.12047015627828,-4.285617817365533,-59.23621176797936
-23.096396575250722,-4.244299559019195,-59.27195412440994
-23.116232425406924,-4.24891669609782,-59.25209776004363
-23.107497012659792,-4.250931066992031,-59.27218804968492
-23.109939981112017,-4.244445370972709,-59.24506333133333
-23.1338280880348,-4.272529897204939,-59.252974574957605
-23.096368357698264,-4.27887346455041,-59.2515837114728
-23.11874124229064,-4.284167619326166,-59.255821889973134
-23.102873290695435,-4.289873668629682,-59.2630657629389
-23.111029598791816,-4.2742502285155295,-59.27035357837283
-23.07467841626263,-4.249666791092969,-59.3026852998093
-23.104252151387495,-4.293816663261115,-59.3189002952112
-23.0942785430158,-4.280317487878787,-59.26108189253123
-23.11091295594647,-4.277472600644935,-59.33211139592589
-23.137723261321685,-4.3098286755027795,-59.307443840044584
-23.091893447521848,-4.289933449437843,-59.33125751915856
-23.084546985920934,-4.321404075553671,-59.34060970921072
-23.06832331823358,-4.2968318282488625,-59.31880260070402
-23.096165981676386,-4.291709286505263,-59.340161188021376
-23.09380200954235,-4.311509929294128,-59.3612592294139
-23.10715827283426,-4.316223389703577,-59.319349489615206
-23.085471482562884,-4.33457460423212,-59.35658437474237
-23.067083399078417,-4.333637165374834,-59.37550114761991
-23.071582431286664,-4.308194582359935,-59.393258282313376
-23.069631623837925,-4.318792740681471,-59.33774177302058
-23.07516638661596,-4.319121831832808,-59.39255798522865
-23.06419422786504,-4.335536270319881,-59.35405006084965
-23.07332056487554,-4.301593279475798,-59.37965731941243
-23.07881785057806,-4.317919868362826,-59.40419129754589
-23.103784237722785,-4.305740709026398,-59.40938515607837
-23.07868958953566,-4.334112649719115,-59.39727389351895
-23.104989821552483,-4.363371358984756,-59.35513666939226
-23.084497006322792,-4.328764329671594,-59.39636440326476
-23.10623344978013,-4.304328884789678,-59.39954257392654
-23.089917227745122,-4.329386125549953,-59.45067160634208
-23.09469848751243,-4.337807299116169,-59.40923459047113
-23.097358466487343,-4.344395053764053,-59.44804874151851
-23.061733720324796,-4.352323817882063,-59.441495619400605
-23.07041729441332,-4.3526921462837285,-59.43938001221638
-23.073227713854774,-4.361934968385698,-59.46649261191274
-23.092856580990087,-4.311523310977287,-59.465239745532536
-23.11267399445892,-4.363572556642927,-59.47998214862865
-23.067817527984737,-4.346438386792945,-59.45059617186551
-23.066303599841696,-4.372196216416413,-59.47286874699547
-23.08018439782915,-4.36729400732945,-59.48314758101895
-23.045849414367286,-4.398529708809922,-59.49775261376
-23.051240159934256,-4.363553528544056,-59.482816520347946
-23.07488053780786,-4.369523348348888,-59.49976616747131
-23.058309220311852,-4.385629464024402,-59.50622792399665
-23.05687295634802,-4.369342326439954,-59.46882007777057
-23.058867511859418,-4.363286471051156,-59.52407472923327
-23.077298983874517,-4.341044421930038,-59.54333302856091
-23.032098783188957,-4.378672191185699,-59.50478251344981
-23.059233206826022,-4.392705634199309,-59.53263877167911
-23.065060807137538,-4.391614626002751,-59.527643218639604
-23.09110795701107,-4.3518030619484485,-59.5330805892574
-23.058352721000507,-4.379927905106359,-59.538416114865754
-23.03396551481334,-4.400642028411556,-59.559030148055115
-23.034573391701684,-4.4099656298889265,-59.54007408265918
-23.08535989060938,-4.404849492742693,-59.557883504052064
-23.019705366492783,-4.374868298337076,-59.568869325513056
-23.047572616022695,-4.375411047832219,-59.572513096610976
-23.04334588845048,-4.383963234648253,-59.59048432576423
-23.061537517689768,-4.415998356993557,-59.58578973867993
-23.084702813496406,-4.415940938576479,-59.55465086291088
-23.088098141159904,-4.409788014972081,-59.58764641456212
-23.055419923323,-4.4043397008623,-59.58113162841611
-23.024504999037344,-4.3641377804810615,-59.6140238990293
-23.054865367373665,-4.364918605530848,-59.574332948692685
-23.02782735300246,-4.376806726719431,-59.58997359737313
-23.03287343841758,-4.412897179574833,-59.62812209012205
-23.0306807247432,-4.417898620350148,-59.61255500306777
-23.013966018812187,-4.418093154638151,-59.62289381295262
-23.04370362019628,-4.409188424344376,-59.6484669431161
-23.044581466915687,-4.410066504274419,-59.622655250069975
-23.053438288200006,-4.4370611588769195,-59.62260658864301
-23.023937373232787,-4.4090758895671085,-59.66503275900038
-23.049227849595997,-4.400451520285708,-59.655156638457385
-23.053871645655054,-4.467642694293308,-59.67159030626853
-23.073535812700463,-4.450074143853939,-59.66794861882327
-23.02332478002534,-4.438729834964426,-59.63867036570533
-23.013597886795186,-4.434197645083168,-59.694159849657204
-23.018851208593915,-4.413537978238811,-59.69365220410595
-23.034179485509863,-4.49654659322455,-59.700755880805445
-23.044418690123873,-4.4437122828422915,-59.69938910926721
-23.034365737137865,-4.424556408228332,-59.6827518082779
-23.02957525591698,-4.462761341990226,-59.706420256031436
-23.008847209552776,-4.448066598003594,-59.71755454944127
-23.023291105601277,-4.44071234634018,-59.73958280715327
-23.035120319677986,-4.470746523441554,-59.72091116196583
-22.99829282683727,-4.4722931524893985,-59.707076002953606
-23.057884425544895,-4.440675693777418,-59.71316912616081
-23.046799927982256,-4.453625937488089,-59.7432836747751
-23.04573467770712,-4.472765190886507,-59.7271308222643
-23.04994659343482,-4.455443915842652,-59.76981073255253
-23.029362945145436,-4.473964354992358,-59.78031121186553
-23.002674930386963,-4.470634300703959,-59.77927783603689
-22.993092281481854,-4.43983223330966,-59.744364401860174
-23.01789963010343,-4.448531197647565,-59.80011544170765
-23.012433355531893,-4.4748460934649685,-59.732224174108325
-23.00574394445524,-4.477450711891935,-59.75632492342678
-22.998695062748194,-4.439877279561321,-59.78691780514068
-22.99636584971242,-4.49258154212554,-59.791459902534186
-23.01148266053713,-4.468422041645494,-59.77513686641053
-22.9935310023434,-4.480304711773804,-59.79453186719839
-23.01580064373778,-4.495327342801139,-59.80189997860123
-22.99108559338811,-4.463153566843212,-59.811993186886184
-23.001278408611594,-4.4830651850146825,-59.815933367017024
-23.046039007985996,-4.519287482870247,-59.78584088494018
-22.96645192728869,-4.479395685053047,-59.790179158052005
-23.011957555172714,-4.481172392735701,-59.84717867998033
-22.965871969190236,-4.461799636568385,-59.81100230777133
-23.002220420497896,-4.48375672458172,-59.80276759808632
-23.016579352422607,-4.492319368978301,-59.79320607654944
-22.964255925916355,-4.510117644722264,-59.80692656973981
-22.989196747508164,-4.493926924130535,-59.80967334634241
-22.968656044033704,-4.486619744271915,-59.790956384547414
-23.00729038601238,-4.468210744701283,-59.81843771916308
-22.984655537570177,-4.46239810453507,-59.80612960605693
-23.001289234159813,-4.508250694395861,-59.813707528119956
-22.968027840353905,-4.473426452666327,-59.8250682766901
-22.97219958150648,-4.471209958904681,-59.81674112009838
-23.022205258828155,-4.468778471227896,-59.81148133366156
-22.94625321943086,-4.5239081177036,-59.82969512576982
-22.955114161521404,-4.483484654030284,-59.8339424037917
-22.99956566841484,-4.484263209645964,-59.79908679928358
-22.983391296671833,-4.451201646799316,-59.83307863133288
-22.992884381527443,-4.50007390057829,-59.8244408390144
-22.96707793158327,-4.468851361899585,-59.862050051981875
-22.995921593023937,-4.48657815370703,-59.83484818815875
-23.018048540780526,-4.478339580144108,-59.79757433645449
-23.01097026008241,-4.482943091866987,-59.81861886268281
-22.973926673533786,-4.486537037120506,-59.83043883467235
-23.000183362548515,-4.458758381237067,-59.77325409616733
-23.004155196637214,-4.480855451930194,-59.81154697902593
-22.99912137596431,-4.492706120612561,-59.804937347098246
-22.971284489828346,-4.459648415087219,-59.78867129110706
-23.003422245111036,-4.502298943745736,-59.81079041823912
-22.96219461392679,-4.483111784326984,-59.81196243157879
-22.993309967791237,-4.476779904387722,-59.825324307870034
-22.968808514715572,-4.48680909592143,-59.80503649475098
-22.963436488175052,-4.459607493082594,-59.81555425237393
-22.980250101927204,-4.479057085466153,-59.818106550138964
-22.987630939601562,-4.494618711599338,-59.81849824479064
-22.98640592121074,-4.499056851955274,-59.80843836750375
-22.940172879662516,-4.521979523193382,-59.81148629397264
-22.99360944107892,-4.485615808289675,-59.812243740508265
-22.94573172024706,-4.513695942756904,-59.76079463977694
-22.986259350446673,-4.504816902899628,-59.82441370298458
-22.98172539996563,-4.492972011007532,-59.8241122710605
-22.977876245151236,-4.521515824165427,-59.80980284790676
-22.977771287831064,-4.489796788904021,-59.839784325219
-22.96864229963436,-4.509872342007733,-59.7764866129217
-22.963728425805016,-4.482823036053871,-59.791842367884264
-22.99128811013741,-4.469390004822699,-59.78459868922196
-22.952261226388018,-4.475282720048306,-59.79420610190707
-23.00281989921133,-4.461486695871332,-59.75521852507963
-22.991508557675157,-4.467343158239268,-59.78688813560372
-22.960212440656434,-4.442593906776343,-59.78990340027344
-22.976348522682727,-4.439743290220825,-59.76954138550529
-22.930376659871527,-4.475568830683771,-59.76436795314088
-22.99429460598843,-4.468658794578233,-59.75114608058098
-22.985888915392746,-4.466145783962708,-59.78489026939059
-22.997030914341117,-4.45801922151738,-59.76472667378912
-22.980425602185584,-4.461279308499974,-59.75828765158225
-22.97146965953637,-4.468639649775735,-59.74120471219824
-22.978341558754817,-4.497622695493928,-59.72287033498364
-22.9494945995663,-4.437801901428191,-59.73593542016346
-22.9870357399559,-4.453028652777382,-59.76722640434241
-22.980728501442858,-4.448986013755462,-59.75139359443092
-22.96931964021832,-4.449654395984658,-59.71815174694203
-22.968841055411172,-4.460159917771905,-59.752062718729235
-22.970435614201254,-4.467249479291372,-59.699421151181284
-22.977967951358206,-4.429037430282064,-59.70926608888378
-22.989724107350686,-4.439208987352552,-59.74876824875584
-22.97644341646565,-4.436881541638199,-59.68715692664802
-22.977219028671033,-4.4266044897928145,-59.68425690421821
-22.98573760774157,-4.42956597022845,-59.71233502360324
-22.992262025640144,-4.4335221208189495,-59.686401157735766
-22.953651853559354,-4.4155908033518685,-59.71130136774945
-22.975092509238877,-4.419628412031646,-59.70403045684376
-22.935488197190463,-4.4406182045406,-59.720353849097386
-22.947767606996713,-4.405290480688567,-59.700448128991546
-22.96508488692337,-4.411800321489643,-59.66243865127902
-22.96517606253178,-4.386634915839029,-59.684469436835805
-22.95461035594518,-4.418894214052076,-59.69364846009857
-22.965255585404723,-4.415009460819216,-59.679709585029826
-22.95608039362081,-4.409123574510402,-59.68484677588505
-22.949802607709017,-4.39085374943986,-59.64362100937581
-22.96662224674978,-4.38997027897638,-59.670775529629694
-22.954719166952348,-4.400670928937117,-59.66217758967022
-22.965795704774376,-4.388349443932624,-59.666687354949275
-22.968130170084002,-4.412927466111269,-59.64794154475681
-22.990223197485427,-4.392403328371312,-59.634056655082084
-22.9722931192026,-4.391190703966371,-59.61822351606299
-22.96383634433748,-4.428471713887499,-59.623207837732075
-22.94774061085605,-4.3864781795828165,-59.62127506060314
-22.96693732954989,-4.375541357464382,-59.6036996912191
-22.962993983614044,-4.411625337843674,-59.60810817002795
-22.962316737917682,-4.382662605980847,-59.61910824238335
-22.959524195889504,-4.3303103846934,-59.54121409024408
-22.974802440203174,-4.393744005315703,-59.59208450661832
-22.97491747824184,-4.3979418724512795,-59.58743234706599
-22.935504313952613,-4.384756780194398,-59.596028615385066
-22.962629896179173,-4.390775535721317,-59.573493654569255
